LocalDateTime,UTCOffset,DateTimeUTC,BGA,BattVolt,Chlorophyll,Discharge_cms,Door_Tot,EXOTime,EXOVolt,ODO,ODO_Local,ODO_Sat,RH_enc,Rain_Tot,SpCond,Stage,StageNaNCounter,StageOffset,TurbAvg,TurbBES,TurbMax,TurbMed,TurbMin,TurbVar,TurbWipe,WaterSurfaceElev,WaterTemp_EXO,WaterTemp_PT,WaterTemp_Turb,fDOM,pH
2024-01-01 00:00:00,-7.0,2024-01-01 07:00:00,0.04,12.77,0.1,,0.0,14.0,11.89,11.37,99.0,85.1,41.55,,387.9,19.76,0.0,1.415,2.23,2.03,9.28,2.01,1.67,0.757,0.0,7.465745,3.22,3.199,3.2,-1.73,8.37
2024-01-01 00:15:00,-7.0,2024-01-01 07:15:00,0.04,12.76,0.1,,0.0,1514.0,11.89,11.37,98.9,85.0,37.62,,387.8,19.62,0.0,1.415,2.1,2.02,3.77,2.01,1.66,0.11,0.0,7.464282,3.21,3.196,3.2,-1.74,8.37
2024-01-01 00:30:00,-7.0,2024-01-01 07:30:00,0.05,12.76,0.12,,0.0,3014.0,11.89,11.36,98.8,85.0,37.96,,387.6,19.79,0.0,1.415,2.17,2.01,10.8,2.01,1.65,0.855,0.0,7.46603,3.2,3.188,3.2,-1.74,8.36
2024-01-01 00:45:00,-7.0,2024-01-01 07:45:00,0.04,12.76,0.1,,0.0,4513.0,11.89,11.36,98.8,84.9,36.94,,387.7,19.74,0.0,1.415,2.16,2.08,4.2,2.05,1.7,0.15,0.0,7.465507,3.18,3.172,3.2,-1.74,8.36
2024-01-01 01:00:00,-7.0,2024-01-01 08:00:00,0.05,12.76,0.12,,0.0,10013.0,11.89,11.37,98.8,84.9,38.36,,387.8,19.52,0.0,1.415,2.11,2.02,4.23,2.0,1.62,0.159,0.0,7.463349,3.16,3.152,3.1,-1.74,8.36
2024-01-01 01:15:00,-7.0,2024-01-01 08:15:00,0.07,12.74,0.11,,0.0,11513.0,11.89,11.38,98.8,84.9,37.96,,387.8,19.4,0.0,1.415,2.06,1.92,4.25,1.91,1.63,0.219,0.0,7.462131,3.14,3.122,3.1,-1.76,8.36
2024-01-01 01:30:00,-7.0,2024-01-01 08:30:00,0.05,12.74,0.13,,0.0,13013.0,11.89,11.38,98.7,84.9,34.53,,387.9,19.41,0.0,1.415,2.26,2.17,4.98,2.16,1.73,0.227,0.0,7.462259,3.1,3.093,3.1,-1.74,8.36
2024-01-01 01:45:00,-7.0,2024-01-01 08:45:00,0.04,12.74,0.16,,0.0,14513.0,11.89,11.4,98.8,84.9,33.03,,388.0,19.35,0.0,1.415,2.95,2.52,19.71,2.49,1.98,3.727,0.0,7.461652,3.05,3.048,3.0,-1.78,8.35
2024-01-01 02:00:00,-7.0,2024-01-01 09:00:00,0.07,12.74,0.16,,0.0,20013.0,11.89,11.4,98.7,84.9,33.75,,388.9,19.48,0.0,1.415,2.26,2.14,4.23,2.12,1.77,0.225,0.0,7.462934,3.04,3.029,3.0,-1.76,8.36
2024-01-01 02:15:00,-7.0,2024-01-01 09:15:00,0.05,12.73,0.13,,0.0,21513.0,11.89,11.41,98.7,84.9,33.68,,388.9,19.51,0.0,1.415,2.35,2.08,6.72,2.04,1.63,0.742,0.0,7.463212,3.01,3.005,3.0,-1.76,8.35
2024-01-01 02:30:00,-7.0,2024-01-01 09:30:00,0.05,12.73,0.13,,0.0,23014.0,11.89,11.4,98.7,84.8,36.84,,389.3,19.53,0.0,1.415,2.51,2.08,13.36,2.06,1.73,2.675,0.0,7.46348,2.98,2.976,3.0,-1.76,8.35
2024-01-01 02:45:00,-7.0,2024-01-01 09:45:00,0.05,12.72,0.18,,0.0,24513.0,11.89,11.42,98.7,84.8,39.05,,389.0,19.63,0.0,1.415,2.04,1.93,4.81,1.91,1.58,0.225,0.0,7.464397,2.97,2.96,2.9,-1.76,8.35
2024-01-01 03:00:00,-7.0,2024-01-01 10:00:00,0.06,12.72,0.2,,0.0,30013.0,11.89,11.44,98.8,84.9,39.69,,389.3,20.01,0.0,1.415,2.01,1.85,8.26,1.84,1.57,0.508,0.0,7.468226,2.94,2.934,2.9,-1.78,8.35
2024-01-01 03:15:00,-7.0,2024-01-01 10:15:00,0.05,12.71,0.19,,0.0,31513.0,11.89,11.44,98.7,84.9,40.41,,389.4,20.3,0.0,1.415,2.57,2.14,19.7,2.11,1.76,4.27,0.0,7.471142,2.9,2.897,2.9,-1.76,8.35
2024-01-01 03:30:00,-7.0,2024-01-01 10:30:00,0.06,12.72,0.22,,0.0,33013.0,11.89,11.45,98.7,84.9,40.89,,389.9,20.41,0.0,1.415,2.83,2.8,3.93,2.79,2.27,0.1,0.0,7.472226,2.86,2.851,2.8,-1.79,8.35
2024-01-01 03:45:00,-7.0,2024-01-01 10:45:00,0.08,12.71,0.27,,0.0,34513.0,11.89,11.47,98.8,84.9,35.56,,390.0,20.49,0.0,1.415,2.99,2.8,12.51,2.8,2.33,1.163,0.0,7.473043,2.84,2.835,2.8,-1.77,8.35
2024-01-01 04:00:00,-7.0,2024-01-01 11:00:00,0.07,12.7,0.21,,0.0,40013.0,11.89,11.48,98.9,85.0,34.54,,389.8,20.56,0.0,1.415,3.54,2.63,48.46,2.6,2.2,24.33,0.0,7.473685,2.83,2.816,2.8,-1.75,8.35
2024-01-01 04:15:00,-7.0,2024-01-01 11:15:00,0.08,12.7,0.24,,0.0,41513.0,11.88,11.49,99.0,85.1,35.39,,389.7,20.65,0.0,1.415,2.84,2.72,5.88,2.68,2.24,0.268,0.0,7.474642,2.83,2.817,2.8,-1.76,8.35
2024-01-01 04:30:00,-7.0,2024-01-01 11:30:00,0.07,12.7,0.18,,0.0,43013.0,11.88,11.48,98.9,85.0,39.4,,389.9,20.64,0.0,1.415,2.53,2.41,4.89,2.36,1.86,0.215,0.0,7.474483,2.82,2.806,2.8,-1.79,8.35
2024-01-01 04:45:00,-7.0,2024-01-01 11:45:00,0.04,12.69,0.17,,0.0,44513.0,11.88,11.48,98.8,84.9,36.44,,389.9,20.63,0.0,1.415,2.26,2.19,4.73,2.18,1.87,0.161,0.0,7.474462,2.79,2.784,2.8,-1.77,8.35
2024-01-01 05:00:00,-7.0,2024-01-01 12:00:00,0.07,12.69,0.21,,0.0,50013.0,11.88,11.51,98.9,85.0,34.84,,390.1,20.62,0.0,1.415,2.92,2.68,6.6,2.66,2.2,0.656,0.0,7.4743,2.74,2.745,2.7,-1.79,8.35
2024-01-01 05:15:00,-7.0,2024-01-01 12:15:00,0.06,12.68,0.19,,0.0,51513.0,11.88,11.51,98.8,85.0,35.18,,390.8,20.54,0.0,1.415,2.52,2.41,6.56,2.39,1.96,0.304,0.0,7.473495,2.72,2.714,2.7,-1.81,8.35
2024-01-01 05:30:00,-7.0,2024-01-01 12:30:00,0.05,12.68,0.15,,0.0,53013.0,11.88,11.53,99.0,85.1,34.51,,390.7,20.55,0.0,1.415,2.3,2.18,5.25,2.19,1.8,0.269,0.0,7.473626,2.71,2.697,2.7,-1.81,8.35
2024-01-01 05:45:00,-7.0,2024-01-01 12:45:00,0.06,12.68,0.19,,0.0,54513.0,11.87,11.55,99.0,85.1,36.14,,390.8,20.54,0.0,1.415,2.46,2.24,8.86,2.23,1.82,0.818,0.0,7.473489,2.67,2.665,2.6,-1.82,8.35
2024-01-01 06:00:00,-7.0,2024-01-01 13:00:00,0.08,12.67,0.16,,0.0,60013.0,11.88,11.54,98.9,85.0,36.98,,390.9,20.47,0.0,1.415,2.27,2.16,6.05,2.15,1.76,0.294,0.0,7.472847,2.64,2.636,2.6,-1.83,8.35
2024-01-01 06:15:00,-7.0,2024-01-01 13:15:00,0.05,12.67,0.16,,0.0,61513.0,11.87,11.55,98.9,85.0,36.1,,390.9,20.55,0.0,1.415,2.54,2.42,4.67,2.4,1.99,0.219,0.0,7.473629,2.6,2.602,2.6,-1.86,8.34
2024-01-01 06:30:00,-7.0,2024-01-01 13:30:00,0.07,12.66,0.19,,0.0,63013.0,11.87,11.58,99.1,85.2,38.38,,391.0,20.44,0.0,1.415,2.94,2.69,17.05,2.68,2.22,2.295,0.0,7.472542,2.57,2.567,2.5,-1.84,8.34
2024-01-01 06:45:00,-7.0,2024-01-01 13:45:00,0.07,12.65,0.19,,0.0,64513.0,11.87,11.57,98.9,85.0,40.96,,391.2,20.56,0.0,1.415,3.06,2.8,11.04,2.76,2.2,1.205,0.0,7.473731,2.55,2.544,2.5,-1.84,8.34
2024-01-01 07:00:00,-7.0,2024-01-01 14:00:00,0.05,12.65,0.18,,0.0,70013.0,11.87,11.58,98.9,85.0,35.9,,391.2,20.39,0.0,1.415,2.33,2.29,3.58,2.28,1.89,0.082,0.0,7.471982,2.51,2.508,2.5,-1.85,8.34
2024-01-01 07:15:00,-7.0,2024-01-01 14:15:00,0.06,12.64,0.17,,0.0,71513.0,11.87,11.59,98.9,85.0,34.98,,391.1,20.45,0.0,1.415,2.13,2.05,4.94,2.04,1.74,0.152,0.0,7.472587,2.5,2.489,2.5,-1.83,8.34
2024-01-01 07:30:00,-7.0,2024-01-01 14:30:00,0.07,12.64,0.19,,0.0,73013.0,11.87,11.62,99.1,85.2,35.66,,390.9,20.3,0.0,1.415,2.31,2.14,5.08,2.1,1.68,0.38,0.0,7.471164,2.48,2.472,2.5,-1.84,8.35
2024-01-01 07:45:00,-7.0,2024-01-01 14:45:00,0.06,12.63,0.17,,0.0,74513.0,11.86,11.62,99.1,85.2,35.59,,390.8,20.81,0.0,1.415,2.09,2.02,4.04,2.01,1.6,0.133,0.0,7.47624,2.46,2.454,2.4,-1.84,8.34
2024-01-01 08:00:00,-7.0,2024-01-01 15:00:00,0.05,12.63,0.18,,0.0,80013.0,11.85,11.61,99.0,85.1,34.91,,390.6,19.04,0.0,1.415,2.48,2.09,11.8,2.07,1.73,2.119,0.0,7.458563,2.43,2.423,2.4,-1.83,8.34
2024-01-01 08:15:00,-7.0,2024-01-01 15:15:00,0.05,12.63,0.15,,0.0,81513.0,11.85,11.62,99.0,85.1,32.3,,390.6,17.31,0.0,1.415,2.35,2.28,4.53,2.29,1.91,0.132,0.0,7.441192,2.43,2.42,2.4,-1.81,8.35
2024-01-01 08:30:00,-7.0,2024-01-01 15:30:00,0.04,12.62,0.18,,0.0,83013.0,11.85,11.63,99.1,85.1,31.62,,390.6,16.85,0.0,1.415,2.17,2.15,3.42,2.16,1.82,0.044,0.0,7.436595,2.41,2.4,2.4,-1.81,8.35
2024-01-01 08:45:00,-7.0,2024-01-01 15:45:00,0.05,12.62,0.15,,0.0,84513.0,11.85,11.63,99.1,85.1,35.73,,390.5,16.66,0.0,1.415,2.27,2.19,3.55,2.17,1.85,0.116,0.0,7.434773,2.42,2.403,2.4,-1.79,8.35
2024-01-01 09:00:00,-7.0,2024-01-01 16:00:00,0.05,12.62,0.14,,0.0,90013.0,11.85,11.65,99.3,85.3,31.42,,390.4,17.11,0.0,1.415,2.31,2.19,5.37,2.17,1.84,0.271,0.0,7.439265,2.42,2.403,2.4,-1.8,8.35
2024-01-01 09:15:00,-7.0,2024-01-01 16:15:00,0.05,12.62,0.14,,0.0,91513.0,11.85,11.66,99.3,85.4,31.45,,390.3,17.22,0.0,1.415,2.54,2.36,7.85,2.35,1.86,0.599,0.0,7.440332,2.4,2.388,2.4,-1.77,8.35
2024-01-01 09:30:00,-7.0,2024-01-01 16:30:00,0.05,12.61,0.14,,0.0,93013.0,11.85,11.69,99.4,85.5,30.03,,390.3,18.45,0.0,1.415,2.78,2.55,11.95,2.5,2.01,1.192,0.0,7.452604,2.37,2.362,2.3,-1.77,8.35
2024-01-01 09:45:00,-7.0,2024-01-01 16:45:00,0.04,12.61,0.16,,0.0,94513.0,11.85,11.72,99.7,85.7,30.91,,390.1,19.32,0.0,1.415,2.64,2.52,6.22,2.5,1.85,0.405,0.0,7.461334,2.35,2.344,2.3,-1.79,8.35
2024-01-01 10:00:00,-7.0,2024-01-01 17:00:00,0.05,12.61,0.16,,0.0,100013.0,11.85,11.74,99.8,85.8,34.17,,389.9,20.21,0.0,1.415,3.23,3.06,12.92,3.05,2.49,1.183,0.0,7.470191,2.34,2.328,2.3,-1.74,8.35
2024-01-01 10:15:00,-7.0,2024-01-01 17:15:00,0.05,12.61,0.2,,0.0,101513.0,11.85,11.75,99.9,85.8,39.29,,389.6,20.23,0.0,1.415,3.09,3.02,4.56,3.0,2.5,0.158,0.0,7.470465,2.33,2.317,2.3,-1.79,8.35
2024-01-01 10:30:00,-7.0,2024-01-01 17:30:00,0.06,12.61,0.17,,0.0,103013.0,11.85,11.77,100.0,86.0,38.72,,389.5,20.14,0.0,1.415,3.09,2.95,8.01,2.92,2.53,0.421,0.0,7.469484,2.34,2.328,2.3,-1.73,8.35
2024-01-01 10:45:00,-7.0,2024-01-01 17:45:00,0.04,12.61,0.14,,0.0,104513.0,11.84,11.78,100.2,86.1,36.78,,389.5,19.98,0.0,1.415,3.2,3.02,7.23,3.0,2.44,0.54,0.0,7.467935,2.34,2.319,2.3,-1.75,8.35
2024-01-01 11:00:00,-7.0,2024-01-01 18:00:00,0.05,12.61,0.14,,0.0,110013.0,11.84,11.8,100.5,86.4,35.9,,389.2,19.66,0.0,1.415,3.06,2.99,4.97,2.98,2.41,0.156,0.0,7.464723,2.41,2.375,2.4,-1.69,8.36
2024-01-01 11:15:00,-7.0,2024-01-01 18:15:00,0.04,12.6,0.15,,0.0,111513.0,11.84,11.82,100.7,86.6,34.37,,388.9,19.29,0.0,1.415,3.15,3.08,4.66,3.06,2.46,0.187,0.0,7.460998,2.44,2.397,2.4,-1.7,8.36
2024-01-01 11:30:00,-7.0,2024-01-01 18:30:00,0.06,12.61,0.12,,0.0,113013.0,11.84,11.83,100.9,86.7,32.26,,388.7,19.05,0.0,1.415,3.39,3.19,8.88,3.14,2.71,0.722,0.0,7.458672,2.47,2.437,2.4,-1.66,8.36
2024-01-01 11:45:00,-7.0,2024-01-01 18:45:00,0.05,12.61,0.12,,0.0,114513.0,11.85,11.82,101.0,86.8,31.41,,388.5,18.9,0.0,1.415,3.75,3.58,9.24,3.55,3.18,0.577,0.0,7.457153,2.53,2.478,2.5,-1.65,8.36
2024-01-01 12:00:00,-7.0,2024-01-01 19:00:00,0.05,12.62,0.1,,0.0,120013.0,11.84,11.82,101.1,86.9,29.44,,388.4,18.83,0.0,1.415,3.58,3.51,5.75,3.5,2.99,0.168,0.0,7.456387,2.59,2.535,2.5,-1.63,8.36
2024-01-01 12:15:00,-7.0,2024-01-01 19:15:00,0.05,12.62,0.12,,0.0,121513.0,11.84,11.8,101.2,86.9,29.21,,388.4,18.64,0.0,1.415,3.82,3.46,27.95,3.44,2.87,6.334,0.0,7.454531,2.65,2.59,2.6,-1.66,8.36
2024-01-01 12:30:00,-7.0,2024-01-01 19:30:00,0.05,12.62,0.1,,0.0,123013.0,11.85,11.79,101.2,87.0,28.43,,388.3,18.51,0.0,1.415,3.58,3.38,14.25,3.35,2.93,1.345,0.0,7.453198,2.7,2.64,2.7,-1.62,8.36
2024-01-01 12:45:00,-7.0,2024-01-01 19:45:00,0.05,12.62,0.1,,0.0,124513.0,11.85,11.79,101.3,87.1,28.53,,389.1,18.52,0.0,1.415,3.53,3.51,4.37,3.52,3.03,0.098,0.0,7.45331,2.74,2.677,2.7,-1.62,8.36
2024-01-01 13:00:00,-7.0,2024-01-01 20:00:00,0.05,12.62,0.1,,0.0,130013.0,11.85,11.76,101.2,87.0,28.01,,389.3,18.48,0.0,1.415,4.49,4.14,20.55,4.16,3.49,3.633,0.0,7.452934,2.82,2.747,2.8,-1.61,8.36
2024-01-01 13:15:00,-7.0,2024-01-01 20:15:00,0.05,12.62,0.1,,0.0,131512.0,11.85,11.73,101.2,87.0,28.52,,389.4,18.48,0.0,1.415,4.61,4.48,8.66,4.51,3.7,0.432,0.0,7.452918,2.89,2.824,2.8,-1.57,8.37
2024-01-01 13:30:00,-7.0,2024-01-01 20:30:00,0.06,14.14,0.13,,0.0,133012.0,11.89,11.73,101.3,87.1,28.59,,389.0,18.5,0.0,1.415,4.93,4.88,6.63,4.88,4.03,0.193,0.0,7.453155,2.93,2.87,2.9,-1.6,8.37
2024-01-01 13:45:00,-7.0,2024-01-01 20:45:00,0.03,14.83,0.13,,0.0,134512.0,11.9,11.73,101.4,87.2,23.12,,388.3,18.52,0.0,1.415,5.58,5.37,14.91,5.38,4.63,1.341,0.0,7.45331,2.96,2.905,2.9,-1.58,8.37
2024-01-01 14:00:00,-7.0,2024-01-01 21:00:00,0.06,14.81,0.12,,0.0,140012.0,11.9,11.74,101.5,87.2,14.77,,387.4,18.5,0.0,1.415,5.37,5.26,8.71,5.24,4.54,0.427,0.0,7.453081,2.97,2.923,2.9,-1.59,8.38
2024-01-01 14:15:00,-7.0,2024-01-01 21:15:00,0.04,14.09,0.14,,0.0,141512.0,11.91,11.74,101.5,87.2,16.83,,386.8,18.54,0.0,1.415,5.63,5.53,7.96,5.52,4.83,0.305,0.0,7.453527,2.96,2.919,2.9,-1.62,8.38
2024-01-01 14:30:00,-7.0,2024-01-01 21:30:00,0.06,13.63,0.11,,0.0,143012.0,11.91,11.74,101.4,87.2,17.2,,386.6,18.48,0.0,1.415,6.27,6.07,11.39,6.03,5.21,0.826,0.0,7.452928,2.94,2.91,2.9,-1.61,8.38
2024-01-01 14:45:00,-7.0,2024-01-01 21:45:00,0.03,14.56,0.12,,0.0,144512.0,11.91,11.73,101.3,87.1,19.61,,387.1,18.52,0.0,1.415,6.35,6.15,13.05,6.09,5.1,1.093,0.0,7.453321,2.92,2.892,2.9,-1.6,8.38
2024-01-01 15:00:00,-7.0,2024-01-01 22:00:00,0.04,14.32,0.14,,0.0,150012.0,11.91,11.75,101.3,87.1,16.66,,386.9,18.53,0.0,1.415,6.76,6.71,8.77,6.71,5.66,0.242,0.0,7.453387,2.88,2.862,2.9,-1.61,8.38
2024-01-01 15:15:00,-7.0,2024-01-01 22:15:00,0.06,13.36,0.14,,0.0,151512.0,11.91,11.73,101.1,86.9,15.16,,386.7,18.46,0.0,1.415,7.72,7.66,10.91,7.65,6.61,0.402,0.0,7.452761,2.84,2.832,2.8,-1.64,8.38
2024-01-01 15:30:00,-7.0,2024-01-01 22:30:00,0.05,13.08,0.14,,0.0,153012.0,11.91,11.75,101.2,87.0,23.0,,386.8,18.46,0.0,1.415,8.49,8.42,10.72,8.41,7.31,0.432,0.0,7.452731,2.8,2.793,2.8,-1.69,8.37
2024-01-01 15:45:00,-7.0,2024-01-01 22:45:00,0.05,13.03,0.18,,0.0,154512.0,11.9,11.73,100.9,86.8,26.7,,386.7,18.1,0.0,1.415,8.79,8.72,11.94,8.7,7.8,0.37,0.0,7.449089,2.8,2.771,2.8,-1.67,8.38
2024-01-01 16:00:00,-7.0,2024-01-01 23:00:00,0.05,13.0,0.18,,0.0,160012.0,11.9,11.72,100.9,86.7,27.85,,387.1,17.77,0.0,1.415,11.43,9.06,112.3,9.04,7.74,159.5,0.0,7.445844,2.8,2.773,2.8,-1.67,8.38
2024-01-01 16:15:00,-7.0,2024-01-01 23:15:00,0.04,12.98,0.17,,0.0,161512.0,11.9,11.74,100.9,86.8,28.3,,387.4,17.5,0.0,1.415,10.02,9.69,21.32,9.7,8.5,2.625,0.0,7.443161,2.76,2.755,2.7,-1.67,8.38
2024-01-01 16:30:00,-7.0,2024-01-01 23:30:00,0.04,12.97,0.18,,0.0,163012.0,11.9,11.74,100.9,86.7,28.61,,387.4,17.29,0.0,1.415,10.48,10.41,16.47,10.39,9.11,0.761,0.0,7.441079,2.75,2.733,2.7,-1.69,8.38
2024-01-01 16:45:00,-7.0,2024-01-01 23:45:00,0.05,12.95,0.19,,0.0,164512.0,11.9,11.73,100.8,86.7,28.62,,387.5,17.12,0.0,1.415,11.14,10.57,36.61,10.54,9.62,10.81,0.0,7.439343,2.74,2.727,2.7,-1.68,8.38
2024-01-01 17:00:00,-7.0,2024-01-02 00:00:00,0.04,12.94,0.17,,0.0,170012.0,11.9,11.72,100.7,86.6,28.99,,387.3,17.08,0.0,1.415,10.28,10.24,11.62,10.25,9.24,0.266,0.0,7.438935,2.76,2.739,2.7,-1.68,8.38
2024-01-01 17:15:00,-7.0,2024-01-02 00:15:00,0.06,12.93,0.21,,0.0,171512.0,11.9,11.72,100.8,86.6,28.99,,388.1,17.03,0.0,1.415,11.2,11.02,17.1,10.99,9.94,0.768,0.0,7.43844,2.76,2.749,2.7,-1.66,8.38
2024-01-01 17:30:00,-7.0,2024-01-02 00:30:00,0.05,12.92,0.22,,0.0,173012.0,11.89,11.69,100.5,86.3,28.99,,388.3,17.14,0.0,1.415,11.81,11.77,15.63,11.76,10.05,0.618,0.0,7.439559,2.72,2.72,2.7,-1.66,8.38
2024-01-01 17:45:00,-7.0,2024-01-02 00:45:00,0.07,12.9,0.23,,0.0,174512.0,11.89,11.71,100.4,86.3,28.31,,388.5,18.2,0.0,1.415,13.05,13.01,15.31,13.01,11.03,0.804,0.0,7.450089,2.67,2.669,2.6,-1.69,8.38
2024-01-01 18:00:00,-7.0,2024-01-02 01:00:00,0.05,12.9,0.21,,0.0,180012.0,11.89,11.71,100.3,86.2,28.89,,388.7,18.97,0.0,1.415,14.3,14.15,18.58,14.13,12.08,1.505,0.0,7.457869,2.64,2.632,2.6,-1.71,8.37
2024-01-01 18:15:00,-7.0,2024-01-02 01:15:00,0.06,12.89,0.24,,0.0,181512.0,11.89,11.72,100.4,86.3,31.92,,388.3,19.37,0.0,1.415,14.44,14.38,16.81,14.36,13.08,0.493,0.0,7.461827,2.63,2.623,2.6,-1.69,8.38
2024-01-01 18:30:00,-7.0,2024-01-02 01:30:00,0.06,12.89,0.25,,0.0,183012.0,11.89,11.71,100.3,86.2,34.09,,388.0,19.59,0.0,1.415,14.82,14.83,17.14,14.83,12.56,0.65,0.0,7.464002,2.63,2.619,2.6,-1.7,8.38
2024-01-01 18:45:00,-7.0,2024-01-02 01:45:00,0.06,12.88,0.27,,0.0,184512.0,11.89,11.73,100.4,86.3,34.54,,388.2,19.72,0.0,1.415,15.09,15.01,17.25,14.99,13.85,0.554,0.0,7.465342,2.61,2.603,2.6,-1.69,8.38
2024-01-01 19:00:00,-7.0,2024-01-02 02:00:00,0.05,12.88,0.22,,0.0,190012.0,11.89,11.73,100.4,86.3,35.32,,388.3,20.01,0.0,1.415,15.21,15.08,21.13,15.0,13.43,0.993,0.0,7.468258,2.6,2.587,2.6,-1.7,8.38
2024-01-01 19:15:00,-7.0,2024-01-02 02:15:00,0.05,12.86,0.26,,0.0,191512.0,11.89,11.74,100.5,86.4,35.52,,388.3,20.61,0.0,1.415,15.15,14.97,23.05,14.97,13.76,1.278,0.0,7.474275,2.59,2.576,2.6,-1.69,8.38
2024-01-01 19:30:00,-7.0,2024-01-02 02:30:00,0.07,12.86,0.26,,0.0,193012.0,11.89,11.73,100.4,86.3,34.1,,388.4,21.16,0.0,1.415,14.75,14.68,19.54,14.65,12.23,1.157,0.0,7.479693,2.58,2.565,2.5,-1.7,8.38
2024-01-01 19:45:00,-7.0,2024-01-02 02:45:00,0.06,12.85,0.25,,0.0,194512.0,11.89,11.74,100.4,86.3,33.08,,389.0,21.35,0.0,1.415,14.36,14.34,16.96,14.28,12.49,0.727,0.0,7.481668,2.58,2.564,2.6,-1.67,8.38
2024-01-01 20:00:00,-7.0,2024-01-02 03:00:00,0.08,12.85,0.27,,0.0,200012.0,11.89,11.7,100.2,86.1,32.64,,389.1,21.45,0.0,1.415,13.92,13.72,22.19,13.69,12.53,1.416,0.0,7.48268,2.6,2.58,2.6,-1.68,8.39
2024-01-01 20:15:00,-7.0,2024-01-02 03:15:00,0.05,12.84,0.23,,0.0,201512.0,11.89,11.69,100.1,86.0,32.09,,389.0,21.15,0.0,1.415,14.07,14.01,16.66,14.01,11.81,0.979,0.0,7.479585,2.61,2.59,2.6,-1.65,8.39
2024-01-01 20:30:00,-7.0,2024-01-02 03:30:00,0.07,12.84,0.21,,0.0,203012.0,11.89,11.68,100.0,86.0,31.11,,389.0,20.97,0.0,1.415,13.53,13.52,15.73,13.55,11.68,0.665,0.0,7.477787,2.6,2.587,2.6,-1.64,8.39
2024-01-01 20:45:00,-7.0,2024-01-02 03:45:00,0.06,12.84,0.21,,0.0,204512.0,11.89,11.68,99.9,85.9,31.82,,388.8,20.87,0.0,1.415,12.99,12.91,15.94,12.86,11.53,0.679,0.0,7.476817,2.59,2.572,2.6,-1.63,8.39
2024-01-01 21:00:00,-7.0,2024-01-02 04:00:00,0.07,12.83,0.27,,0.0,210012.0,11.89,11.68,99.9,85.9,32.33,,388.8,20.75,0.0,1.415,12.9,12.87,15.62,12.89,11.1,0.747,0.0,7.475581,2.6,2.578,2.6,-1.64,8.39
2024-01-01 21:15:00,-7.0,2024-01-02 04:15:00,0.05,12.83,0.24,,0.0,211512.0,11.89,11.65,99.8,85.8,34.17,,389.0,20.57,0.0,1.415,12.77,12.72,14.56,12.67,11.53,0.402,0.0,7.473869,2.63,2.603,2.6,-1.63,8.38
2024-01-01 21:30:00,-7.0,2024-01-02 04:30:00,0.05,12.82,0.24,,0.0,213012.0,11.89,11.65,99.9,85.8,37.22,,389.3,20.28,0.0,1.415,12.44,12.32,18.66,12.3,11.02,0.882,0.0,7.470967,2.66,2.635,2.6,-1.58,8.38
2024-01-01 21:45:00,-7.0,2024-01-02 04:45:00,0.06,12.82,0.27,,0.0,214512.0,11.89,11.62,99.8,85.8,37.99,,389.5,20.39,0.0,1.415,11.23,11.13,13.61,11.12,9.66,0.592,0.0,7.472067,2.7,2.669,2.7,-1.6,8.39
2024-01-01 22:00:00,-7.0,2024-01-02 05:00:00,0.07,12.81,0.25,,0.0,220012.0,11.89,11.63,99.9,85.8,39.25,,389.4,20.32,0.0,1.415,9.93,9.85,13.26,9.81,8.56,0.477,0.0,7.471309,2.7,2.68,2.7,-1.59,8.39
2024-01-01 22:15:00,-7.0,2024-01-02 05:15:00,0.06,12.8,0.23,,0.0,221512.0,11.89,11.6,99.6,85.6,38.16,,389.5,20.14,0.0,1.415,8.8,8.71,12.03,8.76,7.39,0.533,0.0,7.469511,2.71,2.691,2.7,-1.61,8.38
2024-01-01 22:30:00,-7.0,2024-01-02 05:30:00,0.07,12.81,0.26,,0.0,223012.0,11.89,11.6,99.6,85.6,37.41,,389.2,19.83,0.0,1.415,7.92,7.82,10.24,7.79,7.12,0.323,0.0,7.466415,2.69,2.682,2.7,-1.6,8.38
2024-01-01 22:45:00,-7.0,2024-01-02 05:45:00,0.06,12.8,0.23,,0.0,224512.0,11.89,11.6,99.4,85.5,38.84,,390.0,19.51,0.0,1.415,7.34,7.21,10.37,7.2,6.29,0.409,0.0,7.46325,2.63,2.63,2.6,-1.59,8.38
2024-01-01 23:00:00,-7.0,2024-01-02 06:00:00,0.05,12.8,0.22,,0.0,230012.0,11.89,11.61,99.4,85.4,34.39,,389.8,19.44,0.0,1.415,6.93,6.78,9.98,6.74,6.01,0.548,0.0,7.462561,2.62,2.602,2.6,-1.61,8.38
2024-01-01 23:15:00,-7.0,2024-01-02 06:15:00,0.05,12.79,0.26,,0.0,231512.0,11.89,11.61,99.3,85.4,35.21,,389.6,19.23,0.0,1.415,6.4,6.33,8.37,6.33,5.08,0.25,0.0,7.460442,2.59,2.585,2.6,-1.61,8.38
2024-01-01 23:30:00,-7.0,2024-01-02 06:30:00,0.08,12.79,0.25,,0.0,233012.0,11.89,11.6,99.2,85.3,34.12,,389.3,19.13,0.0,1.415,6.02,5.94,8.93,5.93,5.1,0.297,0.0,7.459418,2.58,2.568,2.5,-1.63,8.38
