Timestamp,LeftBank,RightBank_1,RightBank_2
2024-01-01 17:39:13,41824,45036,66636
2024-01-01 17:40:42,0,0,26172
2024-01-01 18:17:00,28352,99264,88632
2024-01-01 18:18:32,0,1896,0
2024-01-01 18:49:04,0,0,0
2024-01-01 18:50:37,0,0,0
2024-01-01 19:20:58,0,0,38392
2024-01-01 19:22:31,0,21616,0
2024-01-01 19:52:54,0,41816,0
2024-01-01 19:54:28,0,7232,0
2024-01-01 20:24:48,0,0,0
2024-01-01 20:26:22,0,0,0
2024-01-01 20:56:43,0,0,0
2024-01-01 20:58:16,0,0,0
2024-01-01 21:28:37,0,0,0
2024-01-01 21:30:12,0,0,0
2024-01-01 22:00:32,0,0,0
2024-01-01 22:02:06,0,0,0
2024-01-01 22:32:24,0,0,0
2024-01-01 22:33:59,0,0,0
2024-01-01 23:04:17,0,0,0
2024-01-01 23:05:50,0,0,0
2024-01-01 23:36:10,0,18112,65336
2024-01-01 23:37:44,0,0,57180
2024-01-02 00:08:04,0,0,0
2024-01-02 00:09:37,0,0,32968
2024-01-02 00:40:05,0,0,0
2024-01-02 00:41:39,0,0,15976
2024-01-02 01:11:58,0,0,0
2024-01-02 01:13:31,0,0,0
2024-01-02 01:43:52,0,10472,0
2024-01-02 01:45:26,0,0,0
2024-01-02 02:15:48,0,0,0
2024-01-02 02:17:22,0,0,0
2024-01-02 02:47:42,0,0,22168
2024-01-02 02:49:16,3680,10688,58840
2024-01-02 03:19:36,0,0,38280
2024-01-02 03:21:10,0,26432,23000
2024-01-02 03:51:30,0,0,0
2024-01-02 03:53:04,0,0,13048
2024-01-02 04:23:22,0,8800,29400
2024-01-02 04:24:55,0,0,0
2024-01-02 04:55:16,0,0,50552
2024-01-02 04:56:49,0,640,20984
2024-01-02 05:27:08,18720,96776,78328
2024-01-02 05:28:42,18144,45816,30376
2024-01-02 05:59:01,37728,28416,87684
2024-01-02 06:00:36,0,0,0
2024-01-02 06:30:57,0,0,82284
2024-01-02 06:32:35,21844,0,67836
2024-01-02 07:02:55,0,24048,22888
2024-01-02 07:04:33,0,23520,79948
2024-01-02 07:34:52,86772,70628,78828
2024-01-02 07:36:42,86796,138988,82764
2024-01-02 08:06:58,89268,102948,80796
2024-01-02 08:09:05,85236,84556,78999
2024-01-02 08:39:27,87540,98276,77712
2024-01-02 08:41:31,86964,105124,80844
2024-01-02 09:11:53,88692,96868,80246
2024-01-02 09:14:00,86388,92516,78850
2024-01-02 09:44:20,83700,75700,76997
2024-01-02 09:46:25,86004,77452,77520
2024-01-02 10:16:45,86196,83172,79347
2024-01-02 10:18:52,84084,78028,83008
2024-01-02 10:49:15,84860,85388,77813
2024-01-02 10:51:22,84881,96188,79499
2024-01-02 11:21:43,84876,90212,77257
2024-01-02 11:23:49,84889,94948,80033
2024-01-02 11:54:10,83980,103844,79724
2024-01-02 11:56:17,82618,76364,79110
2024-01-02 12:26:35,82223,73676,78105
2024-01-02 12:28:41,82674,80420,76009
2024-01-02 12:59:00,81069,75532,77019
2024-01-02 13:01:06,81586,80013,78229
2024-01-02 13:31:24,82452,91620,76711
2024-01-02 13:33:30,84993,104292,75745
2024-01-02 14:03:48,85659,90020,80547
2024-01-02 14:05:56,85738,78628,78662
2024-01-02 14:36:15,84905,74573,80403
2024-01-02 14:38:24,86406,95948,79828
2024-01-02 15:08:57,81012,63924,74475
2024-01-02 15:11:06,84358,74636,77522
2024-01-02 15:41:36,84582,81956,76039
2024-01-02 15:43:45,84598,76940,77375
2024-01-02 16:14:46,79454,68469,79731
2024-01-02 16:16:52,77921,68668,77937
2024-01-02 16:47:16,83762,76133,79779
2024-01-02 16:49:23,82604,82724,76427
2024-01-02 17:19:45,62716,53174,78205
2024-01-02 17:21:37,75827,53724,81809
2024-01-02 17:51:59,24384,52320,0
2024-01-02 17:53:20,1344,27680,0
2024-01-02 18:23:43,0,0,0
2024-01-02 18:25:29,0,0,0
2024-01-02 18:55:55,0,0,30488
2024-01-02 18:57:43,0,8688,0
2024-01-02 19:28:19,0,1488,0
2024-01-02 19:30:06,0,0,24512
2024-01-02 20:00:24,0,41200,0
2024-01-02 20:02:11,0,10032,0
2024-01-02 20:32:31,0,0,0
2024-01-02 20:34:17,0,49480,0
2024-01-02 21:04:37,0,7088,0
2024-01-02 21:06:24,0,1104,0
2024-01-02 21:36:42,0,0,0
2024-01-02 21:38:28,0,0,0
2024-01-02 22:08:46,0,7856,0
2024-01-02 22:10:33,0,4072,0
2024-01-02 22:40:53,0,0,0
2024-01-02 22:42:40,0,0,0
2024-01-02 23:12:59,0,0,0
2024-01-02 23:14:46,0,0,0
2024-01-02 23:45:04,0,0,0
2024-01-02 23:46:50,0,160,0
2024-01-03 00:17:11,0,0,0
2024-01-03 00:18:57,0,2560,0
2024-01-03 00:49:39,0,0,0
2024-01-03 00:51:25,0,0,0
2024-01-03 01:21:45,0,0,0
2024-01-03 01:23:30,0,0,0
2024-01-03 01:53:49,0,0,29088
2024-01-03 01:55:35,37164,144836,103300
2024-01-03 02:25:55,0,0,0
2024-01-03 02:27:40,0,568,0
2024-01-03 02:58:10,0,0,11008
2024-01-03 02:59:56,0,0,0
2024-01-03 03:30:23,0,0,0
2024-01-03 03:32:09,0,0,34788
2024-01-03 04:02:32,0,0,76744
2024-01-03 04:04:17,0,5696,0
2024-01-03 04:34:36,0,39224,0
2024-01-03 04:36:21,0,0,0
2024-01-03 05:06:40,31744,56192,72216
2024-01-03 05:08:25,0,32,0
2024-01-03 05:38:44,0,0,50256
2024-01-03 05:40:29,0,0,0
2024-01-03 06:10:58,0,0,95956
2024-01-03 06:12:44,0,0,0
2024-01-03 06:43:02,10432,0,20640
2024-01-03 06:44:50,0,103600,67104
2024-01-03 07:15:24,0,50912,0
2024-01-03 07:17:01,0,0,36916
2024-01-03 07:47:30,83892,84132,81661
2024-01-03 07:49:34,82908,76964,82890
2024-01-03 08:19:59,80628,76492,82556
2024-01-03 08:22:04,82908,76812,80063
2024-01-03 08:52:33,83486,85860,82649
2024-01-03 08:54:41,84855,80700,81948
2024-01-03 09:25:17,84645,86604,80422
2024-01-03 09:27:26,80606,76852,80386
2024-01-03 09:57:54,85070,80612,80035
2024-01-03 10:00:01,82524,78244,76067
2024-01-03 10:30:37,83515,91724,76889
2024-01-03 10:32:45,83317,84004,81882
2024-01-03 11:03:06,85119,81100,78465
2024-01-03 11:05:15,84208,96292,78786
2024-01-03 11:35:48,86988,84772,79128
2024-01-03 11:37:55,85068,81060,77354
2024-01-03 12:08:14,84495,79180,80342
2024-01-03 12:10:21,84876,88164,78887
2024-01-03 12:40:54,85644,79308,77831
2024-01-03 12:42:57,85260,75980,76255
2024-01-03 13:13:18,87204,82316,78232
2024-01-03 13:15:22,87564,78476,76889
2024-01-03 13:45:56,89292,77132,77877
2024-01-03 13:48:00,88140,81828,77530
2024-01-03 14:18:26,89676,74252,77926
2024-01-03 14:20:30,89100,77732,78539
2024-01-03 14:50:50,84300,78476,77193
2024-01-03 14:52:53,85836,78220,74842
2024-01-03 15:23:13,84690,73524,78906
2024-01-03 15:25:21,86220,75124,77486
2024-01-03 15:55:41,83148,73588,79662
2024-01-03 15:57:48,83320,72244,77082
2024-01-03 16:28:14,87012,74572,77800
2024-01-03 16:30:19,87204,74828,77911
2024-01-03 17:00:38,87972,90892,77509
2024-01-03 17:02:37,87012,88548,76389
2024-01-03 17:33:04,106,0,22
2024-01-03 17:34:40,50112,43328,67956
2024-01-03 18:05:02,0,0,0
2024-01-03 18:06:47,0,95256,42384
2024-01-03 18:37:40,0,0,0
2024-01-03 18:39:25,30252,102384,82644
2024-01-03 19:10:08,0,94400,0
2024-01-03 19:11:52,0,2936,0
2024-01-03 19:42:12,0,32872,0
2024-01-03 19:43:57,0,0,0
2024-01-03 20:14:18,0,29272,0
2024-01-03 20:16:03,0,288,0
2024-01-03 20:46:22,0,89264,0
2024-01-03 20:48:05,0,8192,0
2024-01-03 21:18:24,0,0,0
2024-01-03 21:20:09,0,70792,0
2024-01-03 21:50:28,0,36976,0
2024-01-03 21:52:11,0,14664,0
2024-01-03 22:22:30,0,2000,0
2024-01-03 22:24:15,0,5528,0
2024-01-03 22:54:34,0,7984,0
2024-01-03 22:56:17,0,4160,0
2024-01-03 23:26:46,0,0,0
2024-01-03 23:28:29,0,76968,0
2024-01-03 23:58:55,0,0,0
2024-01-04 00:00:40,33344,84232,90348
2024-01-04 00:31:00,0,0,28672
2024-01-04 00:32:46,0,78016,0
2024-01-04 01:03:06,0,49712,0
2024-01-04 01:04:54,0,3584,0
2024-01-04 01:35:12,0,12976,0
2024-01-04 01:36:59,0,0,46216
2024-01-04 02:07:17,0,0,55220
2024-01-04 02:09:02,0,3368,0
2024-01-04 02:39:20,0,0,90504
2024-01-04 02:41:07,0,0,0
2024-01-04 03:11:27,0,90088,896
2024-01-04 03:13:13,0,81720,0
2024-01-04 03:43:31,0,0,3040
2024-01-04 03:45:19,0,9600,0
2024-01-04 04:15:37,0,0,48888
2024-01-04 04:17:24,0,78120,0
2024-01-04 04:47:44,19776,142240,104312
2024-01-04 04:49:31,0,97872,0
2024-01-04 05:19:51,0,99928,87768
2024-01-04 05:21:38,0,0,72696
2024-01-04 05:51:58,0,0,0
2024-01-04 05:53:46,23104,0,73848
2024-01-04 06:24:05,0,0,98196
2024-01-04 06:25:51,0,44872,0
2024-01-04 06:56:09,3712,0,6112
2024-01-04 06:57:55,0,0,0
2024-01-04 07:28:14,78132,61980,76372
2024-01-04 07:29:57,76932,64668,72404
2024-01-04 08:00:12,83724,81212,81330
2024-01-04 08:02:23,84662,88572,83520
2024-01-04 08:32:44,86221,89316,80310
2024-01-04 08:34:51,84468,92452,80457
2024-01-04 09:05:12,85628,76708,80651
2024-01-04 09:07:20,83100,75724,78700
2024-01-04 09:37:40,86203,74612,78074
2024-01-04 09:39:45,86196,79076,79063
2024-01-04 10:10:06,85620,76172,78496
2024-01-04 10:12:13,85428,76556,78732
2024-01-04 10:42:33,91788,79780,80445
2024-01-04 10:44:37,90828,76532,78343
2024-01-04 11:15:00,88716,81508,79348
2024-01-04 11:17:05,88908,78924,76944
2024-01-04 11:47:27,88716,82828,77198
2024-01-04 11:49:34,87924,85260,77193
2024-01-04 12:19:56,90060,83364,77968
2024-01-04 12:22:02,87372,77796,77894
2024-01-04 12:52:21,88716,86540,79231
2024-01-04 12:54:25,90060,81380,79246
2024-01-04 13:24:44,89100,79460,78821
2024-01-04 13:26:48,90828,76748,78513
2024-01-04 13:57:08,89316,76748,79568
2024-01-04 13:59:12,88524,77796,77704
2024-01-04 14:29:35,88932,75980,77734
2024-01-04 14:31:41,89484,81612,77723
2024-01-04 15:02:01,87396,77836,79193
2024-01-04 15:04:05,89316,77708,79967
2024-01-04 15:34:23,89892,76940,78891
2024-01-04 15:36:27,89700,75980,77925
2024-01-04 16:06:47,87012,76172,80511
2024-01-04 16:08:50,86628,80012,79541
2024-01-04 16:41:52,87780,76684,77685
2024-01-04 16:43:51,85476,82916,78620
2024-01-04 17:15:50,85476,80548,81610
2024-01-04 17:17:40,84132,78628,80870
2024-01-04 17:48:04,0,0,48532
2024-01-04 17:49:50,0,0,83764
2024-01-04 18:20:09,0,0,45828
2024-01-04 18:21:59,0,0,0
2024-01-04 18:52:18,8640,0,96468
2024-01-04 18:54:10,0,0,0
2024-01-04 19:24:29,0,0,68932
2024-01-04 19:26:19,0,0,35292
2024-01-04 19:56:38,0,0,90988
2024-01-04 19:58:28,0,0,91140
2024-01-04 20:28:47,0,6324,106484
2024-01-04 20:30:35,35968,2496,79148
2024-01-04 21:00:56,0,0,70332
2024-01-04 21:02:46,0,0,0
2024-01-04 21:33:05,0,0,0
2024-01-04 21:34:48,0,0,0
2024-01-04 22:05:07,0,0,1536
2024-01-04 22:06:48,0,0,0
2024-01-04 22:37:06,0,0,2388
2024-01-04 22:38:51,0,5288,0
2024-01-04 23:09:10,0,0,1876
2024-01-04 23:10:58,0,1744,0
2024-01-04 23:41:17,0,992,0
2024-01-04 23:43:05,0,0,69604
2024-01-05 00:13:25,0,1808,0
2024-01-05 00:14:58,0,0,0
2024-01-05 00:45:17,0,24600,3536
2024-01-05 00:46:50,0,1552,0
2024-01-05 01:17:09,0,0,0
2024-01-05 01:18:44,0,4416,0
2024-01-05 01:49:02,0,0,0
2024-01-05 01:50:36,0,1552,0
2024-01-05 02:20:57,0,1936,0
2024-01-05 02:22:30,0,0,0
2024-01-05 02:52:48,0,864,0
2024-01-05 02:54:21,0,928,0
2024-01-05 03:24:40,0,0,24180
2024-01-05 03:26:33,0,0,7776
2024-01-05 03:56:52,25472,47376,78092
2024-01-05 03:58:42,0,0,0
2024-01-05 04:29:01,0,0,70764
2024-01-05 04:30:50,0,0,0
2024-01-05 05:01:09,0,0,0
2024-01-05 05:02:59,0,0,0
2024-01-05 05:33:17,25152,0,84660
2024-01-05 05:35:10,31488,149148,106548
2024-01-05 06:05:29,800,0,0
2024-01-05 06:07:12,0,7640,0
2024-01-05 06:37:31,0,6952,0
2024-01-05 06:39:10,0,10392,0
2024-01-05 07:09:29,0,33672,0
2024-01-05 07:11:15,0,10224,0
2024-01-05 07:41:31,86388,76236,79820
2024-01-05 07:43:32,81012,72012,79707
2024-01-05 08:13:54,87204,82596,82522
2024-01-05 08:16:01,85097,83620,81749
2024-01-05 08:46:21,84132,80396,82310
2024-01-05 08:48:24,84900,87844,80355
2024-01-05 09:20:44,84108,93924,81295
2024-01-05 09:22:50,82572,82532,79099
2024-01-05 09:53:19,83560,80228,83329
2024-01-05 09:55:24,85860,84836,82565
2024-01-05 10:25:44,86052,78564,84575
2024-01-05 10:27:49,86028,82596,81218
2024-01-05 10:58:09,83148,76388,83759
2024-01-05 11:00:15,84684,72140,83170
2024-01-05 11:31:16,89676,80700,84393
2024-01-05 11:33:23,85836,79716,86823
2024-01-05 12:03:44,85020,126756,84200
2024-01-05 12:05:53,80220,74292,84213
2024-01-05 12:36:14,87756,128004,90660
2024-01-05 12:38:23,92773,78884,91020
2024-01-05 13:08:46,87372,76436,90387
2024-01-05 13:10:54,85284,72996,94245
2024-01-05 13:41:17,88946,61620,87805
2024-01-05 13:43:13,87802,61236,89481
2024-01-05 14:13:35,88468,61812,83334
2024-01-05 14:15:39,88140,67468,85575
2024-01-05 14:46:00,88360,61430,85352
2024-01-05 14:48:01,87990,64588,82478
2024-01-05 15:18:20,87972,63244,85367
2024-01-05 15:20:25,85478,64972,84101
2024-01-05 15:50:48,85668,62836,83843
2024-01-05 15:52:51,91836,65164,87975
2024-01-05 16:23:14,88932,63412,84174
2024-01-05 16:25:17,87396,65164,86123
2024-01-05 16:55:37,86820,61236,80799
2024-01-05 16:57:34,88740,65676,80465
2024-01-05 17:27:57,89316,61620,87843
2024-01-05 17:29:43,84468,62196,84033
2024-01-05 18:00:02,69996,0,0
2024-01-05 18:01:42,82116,56860,84524
2024-01-05 18:32:01,0,0,0
2024-01-05 18:33:55,78708,58204,102556
2024-01-05 19:04:14,82908,63860,88356
2024-01-05 19:06:01,80604,58396,96860
2024-01-05 19:36:21,72388,0,0
2024-01-05 19:38:04,74052,30428,79948
2024-01-05 20:08:26,0,11708,75964
2024-01-05 20:10:07,74956,53220,77884
2024-01-05 20:40:30,79620,56900,85148
2024-01-05 20:42:11,81372,57436,77692
2024-01-05 21:12:31,0,0,83876
2024-01-05 21:14:06,0,0,57748
2024-01-05 21:44:26,0,0,56172
2024-01-05 21:46:00,0,0,0
2024-01-05 22:16:22,6196,0,0
2024-01-05 22:18:01,2028,63420,99548
2024-01-05 22:48:22,0,1404,83060
2024-01-05 22:50:04,0,972,56052
2024-01-05 23:20:24,81756,34428,92748
2024-01-05 23:22:03,80412,63452,92492
2024-01-05 23:52:24,72132,59420,87244
2024-01-05 23:54:08,73476,61724,92172
2024-01-06 00:24:28,45612,47660,91276
2024-01-06 00:26:14,78876,46048,93908
2024-01-06 00:56:34,69060,41788,86980
2024-01-06 00:58:15,76668,0,0
2024-01-06 01:28:36,38292,100972,91152
2024-01-06 01:30:12,11156,92492,91332
2024-01-06 02:00:32,21428,79412,86340
2024-01-06 02:02:08,0,101380,97516
2024-01-06 02:32:31,2496,39556,90756
2024-01-06 02:34:10,5952,42492,81836
2024-01-06 03:04:30,0,17468,80244
2024-01-06 03:06:06,59556,109604,84612
2024-01-06 03:36:26,0,19108,81236
2024-01-06 03:38:03,0,11712,87244
2024-01-06 04:08:24,1996,0,0
2024-01-06 04:09:59,0,114300,102956
2024-01-06 04:40:18,0,0,80456
2024-01-06 04:41:55,0,13048,56908
2024-01-06 05:12:14,0,91884,90652
2024-01-06 05:13:51,0,89780,87844
2024-01-06 05:44:10,33284,95948,85780
2024-01-06 05:45:46,0,48896,69436
2024-01-06 06:16:05,0,38304,0
2024-01-06 06:17:39,0,0,0
2024-01-06 06:48:00,0,72920,7552
2024-01-06 06:49:39,12100,0,0
2024-01-06 07:19:59,91380,62068,85452
2024-01-06 07:21:36,90468,60532,82572
2024-01-06 07:51:54,87564,64180,83910
2024-01-06 07:53:56,91428,66764,81692
2024-01-06 08:24:19,88764,65588,85897
2024-01-06 08:26:21,88932,63476,85117
2024-01-06 08:56:42,89916,65716,82020
2024-01-06 08:58:40,87975,64756,86404
2024-01-06 09:29:02,88004,61684,83808
2024-01-06 09:31:02,90084,64628,83022
2024-01-06 10:01:22,89508,61748,83276
2024-01-06 10:03:30,88932,67316,86753
2024-01-06 10:33:49,84970,61940,83749
2024-01-06 10:35:47,86028,65972,82094
2024-01-06 11:06:06,88392,66804,85491
2024-01-06 11:08:12,87868,64244,82549
2024-01-06 11:38:33,82572,64244,85839
2024-01-06 11:40:35,87372,60916,83677
2024-01-06 12:10:58,84298,63732,84632
2024-01-06 12:13:04,85857,71604,82927
2024-01-06 12:43:24,82572,65716,83298
2024-01-06 12:45:28,81007,67124,85248
2024-01-06 13:15:48,86793,67036,82418
2024-01-06 13:17:56,81639,65845,80860
2024-01-06 13:48:17,80817,66804,77194
2024-01-06 13:50:25,78319,59828,78142
2024-01-06 14:20:48,83130,69300,80951
2024-01-06 14:22:54,80113,69132,83384
2024-01-06 14:53:18,78348,62580,76623
2024-01-06 14:55:25,80413,63348,78770
2024-01-06 15:25:47,87409,68596,80451
2024-01-06 15:27:50,81610,69748,77442
2024-01-06 15:58:13,80302,77132,80906
2024-01-06 16:00:15,83572,70708,76115
2024-01-06 16:30:39,84155,70732,77280
2024-01-06 16:32:40,83919,70324,80365
2024-01-06 17:03:06,81972,69684,78806
2024-01-06 17:05:04,80417,69172,78957
2024-01-06 17:35:26,69399,47236,78313
2024-01-06 17:37:03,80796,61212,85004
2024-01-06 18:07:24,0,0,0
2024-01-06 18:09:02,0,0,0
2024-01-06 18:39:21,0,0,0
2024-01-06 18:41:00,0,0,0
2024-01-06 19:11:21,0,0,0
2024-01-06 19:13:01,0,0,0
2024-01-06 19:43:21,0,5632,84676
2024-01-06 19:45:05,0,0,28368
2024-01-06 20:15:24,41824,30348,94668
2024-01-06 20:17:13,0,0,0
2024-01-06 20:47:33,0,0,0
2024-01-06 20:49:22,0,0,0
2024-01-06 21:19:42,0,0,20780
2024-01-06 21:21:29,0,0,18548
2024-01-06 21:51:49,0,0,0
2024-01-06 21:53:37,0,0,84740
2024-01-06 22:23:59,0,0,0
2024-01-06 22:25:35,0,0,0
2024-01-06 22:55:54,0,0,0
2024-01-06 22:57:30,0,0,0
2024-01-06 23:27:49,0,0,0
2024-01-06 23:29:26,0,0,11544
2024-01-06 23:59:46,0,0,33628
2024-01-07 00:01:39,0,0,0
2024-01-07 00:31:58,0,0,0
2024-01-07 00:34:02,0,0,0
2024-01-07 01:04:20,4660,0,0
2024-01-07 01:06:27,0,0,128
2024-01-07 01:36:46,55532,0,73612
2024-01-07 01:38:52,0,0,104524
2024-01-07 02:09:11,34432,50676,107196
2024-01-07 02:11:13,0,20156,112500
2024-01-07 02:41:32,0,0,0
2024-01-07 02:43:26,0,0,112308
2024-01-07 03:13:45,0,0,0
2024-01-07 03:15:45,36564,3660,110708
2024-01-07 03:46:05,86220,81460,112500
2024-01-07 03:48:08,59860,60716,112500
2024-01-07 04:18:28,64284,24800,105076
2024-01-07 04:20:25,47284,0,111332
2024-01-07 04:50:45,11772,15436,99948
2024-01-07 04:52:49,86836,45620,112500
2024-01-07 05:23:07,0,0,0
2024-01-07 05:25:26,0,7980,103828
2024-01-07 05:55:47,76212,27468,112500
2024-01-07 05:57:48,26668,9972,111812
2024-01-07 06:28:08,13236,0,39844
2024-01-07 06:30:16,23852,42348,96980
2024-01-07 07:00:35,0,0,110708
2024-01-07 07:02:28,52288,7584,92940
2024-01-07 07:32:47,99276,58868,108980
2024-01-07 07:34:43,84252,54580,102948
2024-01-07 08:05:05,84084,56884,85260
2024-01-07 08:07:06,79836,55092,84967
2024-01-07 08:37:26,83892,53404,87542
2024-01-07 08:39:28,80988,52956,98235
2024-01-07 09:09:50,78876,49756,85776
2024-01-07 09:11:56,82524,56500,91149
2024-01-07 09:42:18,83893,55156,90018
2024-01-07 09:44:18,78684,50844,88893
2024-01-07 10:14:39,81756,55924,92959
2024-01-07 10:16:43,82164,57460,108025
2024-01-07 10:47:05,77916,56308,89508
2024-01-07 10:49:06,79644,56716,90536
2024-01-07 11:20:13,79068,56116,86383
2024-01-07 11:22:15,79476,56908,87858
2024-01-07 11:52:36,80244,57652,81919
2024-01-07 11:54:33,82548,60044,86275
2024-01-07 12:24:59,80820,56180,82170
2024-01-07 12:27:01,81204,57292,82805
2024-01-07 12:57:30,85260,56540,81872
2024-01-07 12:59:31,84252,57356,80610
2024-01-07 13:29:53,80604,57716,78299
2024-01-07 13:31:53,83316,59316,78343
2024-01-07 14:02:21,85070,60276,80544
2024-01-07 14:04:19,84684,58420,82753
2024-01-07 14:34:39,80028,58036,77617
2024-01-07 14:36:41,80451,59036,81265
2024-01-07 15:07:14,78150,60532,73601
2024-01-07 15:09:21,79654,62324,76184
2024-01-07 15:40:12,84660,61556,79993
2024-01-07 15:42:11,86580,64140,81439
2024-01-07 16:12:50,86413,62988,83613
2024-01-07 16:14:52,81781,62964,81832
2024-01-07 16:45:19,83761,63564,81223
2024-01-07 16:47:18,87567,64140,82260
2024-01-07 17:17:48,88332,62004,81216
2024-01-07 17:19:43,85068,58868,75206
2024-01-07 17:50:12,71328,55020,89228
2024-01-07 17:51:47,81756,60020,111284
2024-01-07 18:22:06,0,0,103604
2024-01-07 18:23:57,43328,0,108100
2024-01-07 18:54:17,0,0,0
2024-01-07 18:56:04,0,0,0
2024-01-07 19:26:24,0,0,34972
2024-01-07 19:28:13,0,0,0
2024-01-07 19:59:45,0,0,79100
2024-01-07 20:01:38,0,0,71676
2024-01-07 20:33:09,0,0,29364
2024-01-07 20:35:03,0,0,33732
2024-01-07 21:05:26,0,0,104364
2024-01-07 21:07:13,0,0,0
2024-01-07 21:37:32,0,0,0
2024-01-07 21:39:27,0,21020,108108
2024-01-07 22:10:03,0,0,0
2024-01-07 22:11:58,0,0,4456
2024-01-07 22:42:25,0,0,0
2024-01-07 22:44:09,0,0,0
2024-01-07 23:15:36,0,0,17404
2024-01-07 23:17:28,0,0,0
2024-01-07 23:47:52,76380,0,85508
2024-01-07 23:49:41,0,0,0
2024-01-08 00:20:22,76740,52764,94548
2024-01-08 00:22:11,66528,5376,0
2024-01-08 00:53:22,69252,46932,97700
2024-01-08 00:55:15,62592,0,0
2024-01-08 01:25:39,0,0,0
2024-01-08 01:27:30,0,0,792
2024-01-08 01:58:03,24000,35392,848
2024-01-08 01:59:46,0,0,0
2024-01-08 02:30:06,80636,54684,91460
2024-01-08 02:31:53,70252,36228,59356
2024-01-08 03:02:41,0,0,92284
2024-01-08 03:04:32,78852,52548,101652
2024-01-08 03:34:51,0,0,39516
2024-01-08 03:36:39,0,0,0
2024-01-08 04:07:01,0,0,0
2024-01-08 04:08:43,0,0,0
2024-01-08 04:39:13,0,0,0
2024-01-08 04:40:57,0,0,1312
2024-01-08 05:11:51,0,0,33636
2024-01-08 05:13:36,76116,48128,83452
2024-01-08 05:43:56,0,0,0
2024-01-08 05:45:41,0,0,9764
2024-01-08 06:16:07,0,0,68764
2024-01-08 06:17:49,384,41640,0
2024-01-08 06:48:08,0,0,0
2024-01-08 06:49:48,0,0,2508
2024-01-08 07:20:10,82332,62876,92236
2024-01-08 07:21:49,83676,64476,93124
2024-01-08 07:52:14,87972,63476,89048
2024-01-08 07:54:18,90468,64692,84286
2024-01-08 08:24:38,89316,64116,84896
2024-01-08 08:26:38,91428,64308,84502
2024-01-08 08:57:03,88356,64500,82908
2024-01-08 09:29:30,91690,68724,84779
2024-01-08 09:31:31,89582,67764,82116
2024-01-08 10:03:02,85648,62324,80155
2024-01-08 10:04:57,87658,63860,79613
2024-01-08 10:35:40,88011,67956,78907
2024-01-08 10:37:41,92639,70294,81439
2024-01-08 11:08:05,83881,61020,78551
2024-01-08 11:10:04,85914,62324,80871
2024-01-08 11:40:30,78705,55516,72079
2024-01-08 11:42:30,81285,59804,76854
2024-01-08 12:12:50,81317,58279,78485
2024-01-08 12:14:50,83025,60380,76868
2024-01-08 12:45:10,86216,62331,80852
2024-01-08 12:47:13,85492,63307,82824
2024-01-08 13:17:33,84770,64116,81181
2024-01-08 13:19:37,88125,65076,85273
2024-01-08 13:49:55,87516,67572,84066
2024-01-08 13:52:01,84368,66038,81923
2024-01-08 14:22:20,84062,64885,80123
2024-01-08 14:24:24,82947,61816,74900
2024-01-08 14:54:46,84730,64326,77944
2024-01-08 14:56:52,85766,63674,78413
2024-01-08 15:27:12,78981,62715,70611
2024-01-08 15:29:19,80727,60842,75761
2024-01-08 15:59:39,78217,61748,73699
2024-01-08 16:01:46,80076,64820,77539
2024-01-08 16:32:07,80282,61172,75658
2024-01-08 16:34:13,82580,63668,76132
2024-01-08 17:04:33,84108,65460,80244
2024-01-08 17:06:30,86616,66420,83843
2024-01-08 17:36:51,72794,48924,72595
2024-01-08 17:38:37,76458,54492,73406
2024-01-08 18:08:57,0,0,0
2024-01-08 18:10:26,0,0,0
2024-01-08 18:40:45,0,0,0
2024-01-08 18:42:20,0,0,0
2024-01-08 19:12:39,0,11840,0
2024-01-08 19:14:18,0,17792,0
2024-01-08 19:44:37,0,0,0
2024-01-08 19:46:12,0,0,0
2024-01-08 20:16:31,0,0,0
2024-01-08 20:18:08,0,0,0
2024-01-08 20:48:27,0,0,3200
2024-01-08 20:50:02,0,0,0
2024-01-08 21:20:24,0,0,0
2024-01-08 21:21:58,0,0,0
2024-01-08 21:52:17,0,0,0
2024-01-08 21:53:54,0,0,0
2024-01-08 22:24:13,0,0,0
2024-01-08 22:25:48,0,0,10268
2024-01-08 22:56:07,0,0,0
2024-01-08 22:57:46,0,37712,0
2024-01-08 23:28:10,0,47296,0
2024-01-08 23:29:49,0,56192,0
2024-01-09 00:00:08,0,34968,0
2024-01-09 00:01:48,0,62536,0
2024-01-09 00:32:13,0,54936,0
2024-01-09 00:33:51,0,0,0
2024-01-09 01:04:14,0,41808,0
2024-01-09 01:05:48,0,52544,0
2024-01-09 01:36:12,0,21184,0
2024-01-09 01:37:50,0,56688,0
2024-01-09 02:08:09,0,40128,0
2024-01-09 02:09:45,0,56048,0
2024-01-09 02:40:05,0,0,0
2024-01-09 02:41:39,0,0,0
2024-01-09 03:12:00,0,0,0
2024-01-09 03:13:38,0,0,0
2024-01-09 03:43:57,0,0,0
2024-01-09 03:45:33,0,0,0
2024-01-09 04:15:53,0,0,0
2024-01-09 04:17:30,0,0,0
2024-01-09 04:47:51,0,0,0
2024-01-09 04:49:27,0,0,0
2024-01-09 05:19:46,0,0,0
2024-01-09 05:21:23,0,0,0
2024-01-09 05:51:43,0,0,0
2024-01-09 05:53:20,0,0,0
