Timestamp,LeftBank,RightBank_1,RightBank_2
2023-12-19 05:53:52,0,12864,83560
2023-12-19 06:24:09,0,1632,102712
2023-12-19 06:25:52,0,0,0
2023-12-19 06:56:10,0,0,0
2023-12-19 06:57:54,0,0,0
2023-12-19 07:28:12,95220,80436,81580
2023-12-19 07:30:02,95628,74716,78220
2023-12-19 08:00:17,87781,88980,80443
2023-12-19 08:02:25,87396,81620,80893
2023-12-19 08:32:43,83935,118580,80160
2023-12-19 08:34:54,84470,94100,80823
2023-12-19 09:05:14,84311,79484,78791
2023-12-19 09:07:22,88549,81812,81356
2023-12-19 09:37:41,88356,77412,81732
2023-12-19 09:39:46,85836,81492,80202
2023-12-19 10:10:04,85867,84412,82790
2023-12-19 10:12:11,82578,90132,81232
2023-12-19 10:42:37,84759,96364,84314
2023-12-19 10:44:42,84335,82900,84671
2023-12-19 11:15:01,83817,81452,84010
2023-12-19 11:17:10,83362,81876,81580
2023-12-19 11:47:28,86807,91924,79492
2023-12-19 11:49:38,87207,84396,80846
2023-12-19 12:19:56,84109,77820,78955
2023-12-19 12:22:05,86628,112676,78476
2023-12-19 12:52:24,88356,81532,82012
2023-12-19 12:54:31,87780,102292,82752
2023-12-19 13:24:50,84492,81572,82849
2023-12-19 13:26:59,84493,97004,82197
2023-12-19 13:57:18,84304,82852,82683
2023-12-19 13:59:31,80820,79756,81950
2023-12-19 14:29:50,77724,67020,79934
2023-12-19 14:31:49,82954,77348,80606
2023-12-19 15:02:14,80820,75596,81916
2023-12-19 15:04:30,80448,82828,83741
2023-12-19 15:34:49,79884,73612,80879
2023-12-19 15:36:59,79892,72204,78949
2023-12-19 16:07:18,79983,82387,81478
2023-12-19 16:09:24,79733,74813,81665
2023-12-19 16:39:42,77799,67380,78805
2023-12-19 16:41:48,79081,67192,80343
2023-12-19 17:12:13,77149,64820,84891
2023-12-19 17:13:59,78134,67084,82483
2023-12-19 17:44:16,0,5016,0
2023-12-19 17:45:54,0,0,0
2023-12-19 18:16:11,0,0,0
2023-12-19 18:17:59,0,0,44740
2023-12-19 18:48:17,0,0,0
2023-12-19 18:50:06,0,0,0
2023-12-19 19:20:23,0,0,0
2023-12-19 19:22:09,0,0,0
2023-12-19 19:52:27,0,0,0
2023-12-19 19:54:15,0,0,0
2023-12-19 20:24:35,0,0,79036
2023-12-19 20:26:22,49600,26432,75236
2023-12-19 20:56:39,64644,25344,90988
2023-12-19 20:58:26,0,0,50124
2023-12-19 21:28:44,0,0,0
2023-12-19 21:30:27,0,0,0
2023-12-19 22:00:44,0,0,5760
2023-12-19 22:02:27,0,0,0
2023-12-19 22:32:46,0,0,0
2023-12-19 22:34:28,0,0,0
2023-12-19 23:04:47,0,0,0
2023-12-19 23:06:22,0,0,37164
2023-12-19 23:36:39,0,0,0
2023-12-19 23:38:16,0,0,0
2023-12-20 00:08:36,35296,26208,97228
2023-12-20 00:10:12,48684,62292,93044
2023-12-20 00:40:29,52620,11904,105164
2023-12-20 00:42:04,0,0,0
2023-12-20 01:12:21,0,0,0
2023-12-20 01:13:56,4416,17184,0
2023-12-20 01:44:13,0,0,0
2023-12-20 01:45:49,0,0,0
2023-12-20 02:16:06,0,0,0
